id,observed_on,latitude,longitude,scientific_name
91372831,2021-08-15,38.04447663,-122.83013236,Amanita phalloides
91448416,2021-08-16,38.455475,-122.7228866667,Amanita phalloides
91615420,2021-08-15,38.0445,-122.8301,Amanita phalloides
92034934,2021-08-21,48.4266267257,-123.3141269535,Amanita phalloides
92302422,2021-08-23,37.4618404461,-122.153592566,Amanita phalloides
92417668,2021-08-24,37.6569962,-122.0542020997,Amanita phalloides
92481660,2021-08-24,37.8788033333,-122.5630033333,Amanita phalloides
92631794,2021-08-26,33.9799258857,-120.078614136,Amanita phalloides
92651789,2021-08-26,37.6573684,-122.056466,Amanita phalloides
92807861,2021-08-28,37.389095,-122.20987,Amanita phalloides
92865231,2021-08-28,48.4261675338,-123.3102612209,Amanita phalloides
93432327,2021-08-29,37.8707889076,-122.2571431595,Amanita phalloides
93434714,2021-09-02,37.902275,-122.62947,Amanita phalloides
94289005,2021-08-21,48.4500893836,-123.2990173995,Amanita phalloides
94607679,2021-09-12,48.4456786544,-123.3226270419,Amanita phalloides
94989462,2021-09-15,37.8682508778,-122.2592033087,Amanita phalloides
95107636,2021-09-16,37.8747356336,-122.2386560629,Amanita phalloides
95321745,2021-09-18,38.5041466667,-121.5264966667,Amanita phalloides
95503237,2021-07-25,37.8852805556,-122.3048777778,Amanita phalloides
95821113,2021-09-20,45.4958533333,-122.967225,Amanita phalloides
95828055,2021-09-21,43.6384616667,-116.2080783333,Amanita phalloides
95905846,2020-10-28,45.8184123121,-122.5366254923,Amanita phalloides
96181956,2021-09-25,44.08660246,-123.11095145,Amanita phalloides
96318899,2021-09-26,37.8846747335,-122.2618602311,Amanita phalloides
96320153,2021-09-26,49.2421383333,-123.0984888333,Amanita phalloides
96486308,2021-09-28,37.4529598,-122.1817252,Amanita phalloides
96486309,2021-09-28,37.4615499744,-122.1879052198,Amanita phalloides
96486310,2021-09-28,37.4582796777,-122.185845073,Amanita phalloides
96487093,2021-09-25,37.8743997408,-122.2370242439,Amanita phalloides
96740238,2021-09-20,48.4264403836,-123.3377941954,Amanita phalloides
97076399,2021-10-03,38.4763716667,-121.5275583333,Amanita phalloides
97161967,2021-10-04,45.5540666667,-122.7785116667,Amanita phalloides
97170193,2021-10-03,38.487125,-121.5249716667,Amanita phalloides
97259744,2021-10-04,49.1979843446,-122.9174393715,Amanita phalloides
97289167,2021-10-05,48.747752914,-122.4377652072,Amanita phalloides
97289671,2021-10-05,48.748380699,-122.4379533308,Amanita phalloides
97294082,2021-10-05,43.2371333333,-77.47207,Amanita phalloides
97322844,2021-10-05,43.148825,-77.4912,Amanita phalloides
97391255,2021-10-06,42.3384116177,-71.1581333951,Amanita phalloides
97482587,2021-10-07,37.4536490213,-122.1797371669,Amanita phalloides
97489345,2021-10-07,49.2765145381,-123.0686144002,Amanita phalloides
97578807,2021-10-08,43.2274455,-77.5583775,Amanita phalloides
97596088,2021-10-08,45.514779167,-122.3957084119,Amanita phalloides
97713575,2021-10-09,43.2337795257,-77.5541420304,Amanita phalloides
97730442,2021-10-09,43.2598411,-77.4484812,Amanita phalloides
97800491,2021-10-10,49.2802459015,-123.0910620857,Amanita phalloides
97851084,2021-10-10,49.2420783333,-123.0980388333,Amanita phalloides
97956833,2021-10-11,45.5072833333,-122.5788033333,Amanita phalloides
98043256,2021-10-11,44.9338866667,-123.0362388333,Amanita phalloides
98210635,2021-10-13,48.4293500152,-123.3311532865,Amanita phalloides
98237368,2021-10-14,49.2401237693,-123.0712297094,Amanita phalloides
98237494,2021-10-14,49.2577677593,-123.0658713264,Amanita phalloides
98237668,2021-10-14,49.2748149578,-123.0658512098,Amanita phalloides
98519742,2021-10-17,40.85201531,-74.20370643,Amanita phalloides
98576365,2021-10-15,48.7516116667,-122.4416883333,Amanita phalloides
98647936,2021-10-18,45.6618763063,-122.5725819916,Amanita phalloides
98712832,2021-10-19,48.7308432835,-122.4778292701,Amanita phalloides
98717283,2021-10-18,45.4957283333,-122.9673783333,Amanita phalloides
98749480,2021-10-19,48.7936023122,-122.4968306526,Amanita phalloides
98869303,2021-10-19,40.8945916667,-73.8815866667,Amanita phalloides
98968803,2021-10-22,41.7352957708,-71.3205352915,Amanita phalloides
99114916,2021-10-23,38.1128278171,-122.8829265437,Amanita phalloides
99181031,2021-10-23,38.016055,-122.8020230997,Amanita phalloides
99199182,2021-10-23,38.1078555,-122.88202,Amanita phalloides
99264877,2021-10-24,37.8743283333,-122.2603216667,Amanita phalloides
99267594,2021-10-24,46.854013,-124.1093759722,Amanita phalloides
99396743,2021-10-23,48.7478733182,-122.4384569853,Amanita phalloides
99403948,2021-10-25,48.41885,-123.3407916667,Amanita phalloides
99471655,2021-10-26,48.4227166667,-123.3450638889,Amanita phalloides
99579771,2021-10-27,37.454836418,-122.1795379629,Amanita phalloides
99580431,2021-10-27,37.4548778534,-122.1794549702,Amanita phalloides alba
99581493,2021-10-27,49.2686789437,-123.0642199238,Amanita phalloides
99585757,2021-10-26,37.8689,-122.2590033333,Amanita phalloides
99602197,2021-10-27,34.3931041,-118.5620613,Amanita phalloides
99647080,2021-10-27,38.1270666667,-122.9023666667,Amanita phalloides
99650661,2021-10-18,43.1281491397,-77.6225561102,Amanita phalloides
99714767,2021-10-28,38.0846639257,-122.8715690878,Amanita phalloides
99715121,2021-10-28,38.0836301856,-122.8700083775,Amanita phalloides
99808367,2021-10-29,38.4057716667,-122.8457033333,Amanita phalloides
99832763,2021-10-29,38.0755416667,-122.840875,Amanita phalloides
99854278,2021-10-27,37.8845604044,-122.0827805345,Amanita phalloides
99855786,2021-10-30,38.0160638833,-122.8026966667,Amanita phalloides
99892884,2021-10-31,37.8707460385,-122.2622147826,Amanita phalloides
99897825,2021-10-31,48.4185333333,-123.34085,Amanita phalloides
99901794,2021-10-31,45.8688545227,-122.6382293701,Amanita phalloides
99912463,2021-10-31,43.2277169722,-77.558149,Amanita phalloides
100002163,2021-11-01,38.6426085374,-121.1801452843,Amanita phalloides
100020137,2021-11-01,37.4650158895,-122.158423923,Amanita phalloides
100028597,2021-10-31,37.9825055556,-122.7443694444,Amanita phalloides
100028602,2021-10-31,37.9825055556,-122.7443694444,Amanita phalloides
100028622,2021-10-31,37.9778666667,-122.7389916667,Amanita phalloides
100079929,2021-11-02,41.6630345,-70.3636225,Amanita phalloides
100093235,2021-11-02,37.9479743878,-122.0607963949,Amanita phalloides
100106122,2021-10-30,37.9041466667,-122.6039883333,Amanita phalloides
100115427,2021-11-02,38.6847533333,-123.4230116667,Amanita phalloides
100117233,2021-11-02,38.0366695,-122.8029416667,Amanita phalloides
100120928,2021-11-01,34.3930704197,-118.5649778659,Amanita phalloides
100248751,2021-11-03,37.8711861111,-122.2630583333,Amanita phalloides
100288604,2021-11-03,42.2865866667,-71.153725,Amanita phalloides
100376395,2021-11-05,37.731755,-122.2506716667,Amanita phalloides
100376519,2021-11-05,37.733845,-122.253355,Amanita phalloides
100376636,2021-11-05,37.7336083333,-122.2534333333,Amanita phalloides
100413714,2021-11-06,38.1529405634,-121.2866099212,Amanita phalloides
100414075,2021-11-02,36.9366176976,-121.8646772951,Amanita phalloides
100441575,2021-11-05,37.8068694444,-122.2595166667,Amanita phalloides
100454821,2021-11-06,45.6589019722,-122.8407389722,Amanita phalloides
100602140,2021-11-07,37.5115733753,-122.3987212438,Amanita phalloides
100609349,2021-11-06,37.2215118408,-122.0669174194,Amanita phalloides
100615028,2021-11-05,37.8737951,-122.2636317,Amanita phalloides
100629030,2021-11-08,38.1081484221,-122.8823735309,Amanita phalloides
100730469,2021-11-09,38.4033615944,-122.8479918838,Amanita phalloides
100740410,2021-11-09,37.7227783333,-122.1523278333,Amanita phalloides
100740578,2021-11-09,37.7228883333,-122.1523221667,Amanita phalloides
100796921,2021-11-10,37.7645014938,-121.9539616629,Amanita phalloides
100801256,2021-11-07,45.49693,-122.8409883333,Amanita phalloides
100827507,2021-11-10,37.874195,-122.2601466667,Amanita phalloides
100832236,2021-11-10,37.8741285278,-122.2673275278,Amanita phalloides
100865423,2021-11-02,38.5803000026,-121.4262083333,Amanita phalloides
100897114,2021-11-11,38.4846583333,-121.54203,Amanita phalloides
100913844,2021-11-11,38.0563525,-122.8380030556,Amanita phalloides
100964177,2021-11-12,37.8738033333,-122.2635633333,Amanita phalloides
100997780,2021-11-12,38.027141807,-122.8557113124,Amanita phalloides
100997786,2021-11-12,38.0280728307,-122.8555277146,Amanita phalloides
101011563,2021-11-13,38.4794783333,-122.85388,Amanita phalloides
101012585,2021-11-13,37.3894789769,-122.2098892463,Amanita phalloides
101012677,2021-11-13,37.3894366667,-122.2097866667,Amanita phalloides
101012716,2021-11-13,37.389355,-122.2096633333,Amanita phalloides
101014579,2021-11-13,38.4790283333,-122.85382,Amanita phalloides
101032158,2021-11-13,37.86268,-122.5162716667,Amanita phalloides
101053221,2021-11-13,37.8374519348,-122.194770813,Amanita phalloides
101055716,2021-11-13,38.0549671944,-122.8378058889,Amanita phalloides
101055972,2021-11-13,38.1028633228,-122.8648388277,Amanita phalloides
101056208,2021-11-12,48.4370764482,-123.3071616766,Amanita phalloides
101060469,2021-11-13,38.0551305,-122.8377533333,Amanita phalloides
101111230,2021-11-12,34.0964916667,-117.713555,Amanita phalloides
101153683,2021-11-14,38.1077671401,-122.8819021359,Amanita phalloides
101161196,2021-11-14,37.9988133333,-122.7600466667,Amanita phalloides
101162664,2021-11-14,39.005525,-123.406455,Amanita phalloides
101164530,2021-11-13,38.4070377798,-122.8479845077,Amanita phalloides
101166051,2021-11-14,38.0514013737,-122.8663398698,Amanita phalloides
101167912,2021-11-14,45.5048638889,-122.638925,Amanita phalloides
101172869,2021-11-13,37.9988666667,-122.7595583333,Amanita phalloides
101175332,2021-11-14,38.037426167,-122.8004981957,Amanita phalloides
101225014,2021-11-15,37.8654633333,-122.52118,Amanita phalloides
101225933,2021-11-09,37.8628166667,-122.5180133333,Amanita phalloides
101236198,2021-11-15,37.9753971657,-122.602099112,Amanita phalloides
101267035,2021-11-16,41.5221138,-70.6834945679,Amanita phalloides
101287098,2021-11-16,36.984825,-122.0751583333,Amanita phalloides
101287108,2021-11-16,36.98468,-122.0751416667,Amanita phalloides
101295733,2021-11-16,36.9690531095,-122.0818275448,Amanita phalloides
101297067,2021-11-16,38.4033949626,-122.8479063883,Amanita phalloides
101307625,2021-11-16,38.7428144154,-123.5246968242,Amanita phalloides
101312029,2021-11-16,38.0389977778,-122.7981608333,Amanita phalloides
101369212,2021-11-17,37.9199466667,-122.525095,Amanita phalloides
101371845,2021-11-17,37.8804277778,-122.5596194444,Amanita phalloides
101372054,2021-11-17,37.880525,-122.5597138889,Amanita phalloides
101373333,2021-11-17,37.8851083333,-122.5662194444,Amanita phalloides
101374410,2021-11-17,37.8894972222,-122.5720027778,Amanita phalloides
101384972,2021-11-16,37.9503866667,-122.720695,Amanita phalloides
101403070,2021-11-18,37.8981437683,-122.5589523315,Amanita phalloides
101424663,2021-11-18,37.3653892,-120.4230716997,Amanita phalloides
101431704,2021-11-18,37.8679098785,-122.5262865009,Amanita phalloides
101449475,2021-11-17,38.496895,-122.4107366667,Amanita phalloides
101483281,2021-11-19,39.1801725997,-121.0495164,Amanita phalloides
101487914,2021-11-19,45.64888,-122.7624366667,Amanita phalloides
101493663,2021-11-19,38.595441,-121.3285099722,Amanita phalloides
101545939,2021-11-19,38.5952521,-121.3302371,Amanita phalloides
101559671,2021-11-19,37.8091090117,-122.4771201534,Amanita phalloides
101582144,2021-11-20,37.89125,-122.622155,Amanita phalloides
101586916,2021-11-20,38.0755305,-122.84098,Amanita phalloides
101595751,2021-11-20,37.5158674311,-122.323176919,Amanita phalloides
101595886,2021-11-20,38.0175361189,-122.8073239842,Amanita phalloides
101596819,2021-11-20,37.9714345534,-122.6570084953,Amanita phalloides
101597196,2021-11-20,38.0548750026,-122.8376533333,Amanita phalloides
101654278,2021-11-21,36.9366176976,-121.8646772951,Amanita phalloides
101667604,2021-11-21,37.8195266311,-122.2165211275,Amanita phalloides
101667952,2021-11-13,36.8053179722,-119.679017,Amanita phalloides
101671618,2010-11-21,38.1503630391,-121.290062964,Amanita phalloides
101674514,2021-11-21,37.0167059033,-122.037323462,Amanita phalloides
101690298,2021-11-21,36.9921616667,-122.0664971667,Amanita phalloides
101713311,2021-11-22,37.872155,-122.5364533333,Amanita phalloides
101714619,2021-11-20,37.8924527778,-122.5819166667,Amanita phalloides
101714643,2021-11-20,37.8924527778,-122.5819166667,Amanita phalloides
101714669,2021-11-20,37.89665,-122.5924416667,Amanita phalloides
101714682,2021-11-20,37.89665,-122.5924416667,Amanita phalloides
101716559,2021-11-20,38.1206945,-122.9291,Amanita phalloides
101727848,2021-11-22,37.68158,-122.4158866667,Amanita phalloides
101744620,2021-11-22,37.914995041,-122.1050295219,Amanita phalloides
101747391,2021-11-22,36.9742267439,-122.0307962224,Amanita phalloides
101747677,2021-11-21,37.9510777778,-122.7162027778,Amanita phalloides
101767481,2021-11-17,38.0290242043,-122.8552659046,Amanita phalloides
101792812,2021-11-20,38.4845916667,-121.542205,Amanita phalloides
101794087,2021-11-03,38.5042883333,-121.5255366667,Amanita phalloides
101811522,2021-11-23,38.4063277778,-122.85155,Amanita phalloides
101852829,2021-11-22,37.8844083333,-122.5657583333,Amanita phalloides
101866223,2021-11-23,38.0475833333,-122.80362,Amanita phalloides
101868792,2021-11-20,37.9341249411,-122.6720061153,Amanita phalloides
101886236,2021-11-25,38.74838179,-121.19182804,Amanita phalloides
101899197,2021-11-25,38.397625,-122.83853,Amanita phalloides
101900497,2021-11-25,37.8645083333,-122.51902,Amanita phalloides
101911290,2021-11-25,37.9985966667,-122.7593466667,Amanita phalloides
101944674,2021-11-24,38.0547166667,-122.8374472222,Amanita phalloides
101968675,2021-11-26,38.4054372522,-122.8507849754,Amanita phalloides
101969658,2021-11-26,37.8678095481,-122.5262027421,Amanita phalloides
101976459,2021-11-26,38.0375493264,-122.802804543,Amanita phalloides
101976652,2021-11-26,38.0399735903,-122.7970922173,Amanita phalloides
101989199,2021-11-26,38.567795,-123.3168333333,Amanita phalloides
101999325,2021-11-26,37.8609081198,-122.432568334,Amanita phalloides
102015838,2021-11-26,38.0899971667,-122.8263783333,Amanita phalloides
102030556,2021-11-27,37.9110564115,-122.273343055,Amanita phalloides
102049941,2021-11-27,37.6090869801,-122.4217821394,Amanita phalloides
102050101,2021-11-27,37.6092926844,-122.4228626057,Amanita phalloides
102090673,2021-11-27,38.0373916667,-122.8000716667,Amanita phalloides
102091882,2021-11-19,38.4176755,-121.541887,Amanita phalloides
102091987,2021-11-28,38.41525812,-122.9568248,Amanita phalloides
102097369,2021-11-28,37.8715159853,-122.2307995688,Amanita phalloides
102097815,2021-11-28,38.4894704147,-121.5361607465,Amanita phalloides
102104539,2021-11-15,40.8045563004,-124.159757558,Amanita phalloides
102151769,2021-11-28,38.0374028333,-122.8000716667,Amanita phalloides
102153201,2021-11-28,38.4021413997,-122.6952533997,Amanita phalloides
102153755,2021-11-28,36.9727883333,-122.0834721667,Amanita phalloides
102153813,2021-11-28,36.9854966667,-122.0794221667,Amanita phalloides
102153859,2021-11-28,36.9855,-122.0831611667,Amanita phalloides
102197932,2021-11-29,37.5788883333,-122.4783466667,Amanita phalloides
102199375,2021-11-28,38.0530548096,-122.8376235962,Amanita phalloides
102209630,2021-11-29,36.9960133333,-122.0673611667,Amanita phalloides
102209701,2021-11-29,36.9954116667,-122.0672445,Amanita phalloides
102210127,2021-11-29,37.860351572,-122.5109526248,Amanita phalloides
102256367,2021-11-29,38.0461926905,-122.8100390237,Amanita phalloides
102260746,2021-11-30,36.9981375402,-122.0024504241,Amanita phalloides
102265908,2021-11-30,38.4029866667,-122.6922533333,Amanita phalloides
102270655,2021-11-30,45.590189,-122.705268,Amanita phalloides
102271415,2021-11-30,37.411145,-122.2614833333,Amanita phalloides
102280176,2021-11-28,38.0404262969,-122.9571068684,Amanita phalloides
102311322,2021-12-01,38.4612974107,-122.7144835052,Amanita phalloides
102311442,2021-12-01,36.99998,-122.0587083333,Amanita phalloides
102325978,2021-11-28,37.6817430395,-122.4158721419,Amanita phalloides
102328745,2021-11-30,36.9880160471,-122.0909736104,Amanita phalloides
102328768,2021-11-30,36.9830550594,-122.0789472557,Amanita phalloides
102329252,2021-12-01,38.0643917062,-122.6466192586,Amanita phalloides
102332394,2021-11-30,37.6728311997,-122.0556617,Amanita phalloides
102332515,2021-12-01,38.0374361667,-122.8028116667,Amanita phalloides
102336413,2021-12-01,38.572653443,-122.7902511913,Amanita phalloides
102341264,2021-12-01,37.8706889997,-122.2625608,Amanita phalloides
102342290,2021-11-28,37.8641404997,-122.4291391,Amanita phalloides
102383529,2021-12-02,38.3230383333,-122.485345,Amanita phalloides
102385047,2021-12-02,36.9944833333,-122.0653083333,Amanita phalloides
102385526,2021-12-02,36.9953533333,-122.0673,Amanita phalloides
102385719,2021-12-02,36.99615,-122.0673138333,Amanita phalloides
102393629,2021-12-01,37.8707425,-122.2623788056,Amanita phalloides
102396749,2021-11-28,38.0550888333,-122.8378916667,Amanita phalloides
102396846,2021-11-28,38.0549445,-122.8378366667,Amanita phalloides
102397396,2021-11-28,38.0549471667,-122.8377383333,Amanita phalloides
102416517,2021-12-03,37.883451772,-122.5310530142,Amanita phalloides
102432603,2021-12-03,38.0212055556,-122.6742138889,Amanita phalloides
102433490,2021-12-03,37.8741083333,-122.2603,Amanita phalloides
102435985,2021-12-02,38.0981,-122.8596777778,Amanita phalloides
102442913,2021-12-03,37.0053333144,-122.0900960116,Amanita phalloides
102448204,2021-12-03,37.8725133333,-122.2605966667,Amanita phalloides
102449636,2021-11-28,37.8641611997,-122.4291798997,Amanita phalloides
102452714,2021-12-03,36.99408,-122.0596916667,Amanita phalloides
102453966,2021-12-03,36.9948083333,-121.91983,Amanita phalloides
102478512,2021-12-04,37.8721366667,-122.536445,Amanita phalloides
102478571,2021-12-04,37.87215,-122.536445,Amanita phalloides
102482717,2021-12-04,37.984617923,-122.5263115788,Amanita phalloides
102483658,2021-12-04,37.86922,-122.5289616667,Amanita phalloides
102483732,2021-12-04,37.869305,-122.5289616667,Amanita phalloides
102493911,2021-12-04,37.8629916667,-122.182005,Amanita phalloides
102494064,2021-12-04,35.5526966667,-121.08805,Amanita phalloides
102496242,2021-12-03,38.4579632903,-122.9326582467,Amanita phalloides
102496469,2021-12-04,38.2734946018,-122.5562518087,Amanita phalloides
102498846,2021-12-04,37.7881138889,-122.1341055556,Amanita phalloides
102499128,2021-12-04,37.7886027778,-122.1353777778,Amanita phalloides
102499993,2021-12-04,36.9491366667,-121.8490133333,Amanita phalloides
102501268,2021-12-04,38.0160865784,-122.6825180054,Amanita phalloides
102503522,2021-12-04,36.99613,-122.0671833333,Amanita phalloides
102503632,2021-12-04,36.993575,-122.0649861667,Amanita phalloides
102503920,2021-12-04,36.996045,-122.067275,Amanita phalloides
102507922,2021-12-04,36.9636783333,-122.0847555,Amanita phalloides
102509551,2021-12-04,37.7850833333,-122.1575305,Amanita phalloides
102513009,2021-12-04,38.0398305,-122.7973033333,Amanita phalloides
102514822,2021-12-02,38.4033779722,-122.847857,Amanita phalloides
102514983,2021-12-02,38.4026539722,-122.84806,Amanita phalloides
102515154,2021-12-04,37.9142114559,-122.2577450827,Amanita phalloides
102518060,2021-12-04,38.0373805,-122.7999633333,Amanita phalloides
102532863,2021-12-04,38.5476572366,-123.2939973896,Amanita phalloides
102532864,2021-12-04,38.5476572366,-123.2939973896,Amanita phalloides
102532866,2021-12-04,38.5476572366,-123.2939973896,Amanita phalloides
102556449,2021-12-05,37.8684007444,-122.5257245648,Amanita phalloides
102563658,2021-12-05,38.0373305,-122.79998,Amanita phalloides
102564145,2021-12-05,36.997940387,-122.0508021234,Amanita phalloides
102564192,2021-12-03,38.399335,-123.025461,Amanita phalloides
102566944,2021-12-05,36.61197,-121.9332883333,Amanita phalloides
102567097,2021-12-05,37.870105,-122.24212,Amanita phalloides
102571267,2021-12-05,38.1302210555,-122.8917982439,Amanita phalloides
102575243,2021-12-04,38.2639766159,-122.3793705717,Amanita phalloides
102579729,2021-12-05,37.3655780274,-122.2311619297,Amanita phalloides
102581749,2021-12-04,37.9576370303,-122.6004690195,Amanita phalloides
102583460,2021-12-05,38.4055716667,-122.8503116667,Amanita phalloides
102589285,2021-12-05,37.5773366667,-122.4760583333,Amanita phalloides
102590423,2021-12-05,37.004875,-122.0683333333,Amanita phalloides
102609239,2021-10-16,48.9766683604,-125.5039397255,Amanita phalloides
102610606,2021-12-05,37.79606783,-122.14724541,Amanita phalloides
102620213,2021-12-06,37.8741981137,-122.2603493929,Amanita phalloides
102627928,2021-12-06,36.9162054923,-121.8488299236,Amanita phalloides
102627982,2021-12-06,36.91653,-121.8479466667,Amanita phalloides
102628088,2021-12-06,36.9166533333,-121.8477466667,Amanita phalloides
102628157,2021-12-06,36.9164883333,-121.8475116667,Amanita phalloides
102629299,2021-11-27,37.8130033333,-122.16742,Amanita phalloides
102629974,2021-12-06,38.0161094666,-122.6825180054,Amanita phalloides
102632168,2021-12-06,37.0987360107,-122.0193280238,Amanita phalloides
102632759,2021-12-06,38.2335014343,-122.6159439087,Amanita phalloides
102633429,2021-12-06,36.9652757292,-121.8582951679,Amanita phalloides
102640225,2020-05-12,37.7204582126,-122.4119337723,Amanita phalloides
102642094,2021-12-04,38.3418978997,-122.5961439,Amanita phalloides
102646666,2021-12-05,38.4612053177,-122.7716014216,Amanita phalloides
102646667,2021-12-05,38.4612053177,-122.7716014216,Amanita phalloides
102646670,2021-12-05,38.4612053177,-122.7716014216,Amanita phalloides
102667087,2021-12-06,37.7990651092,-122.159790512,Amanita phalloides
102667552,2021-12-06,36.996532946,-122.0720156276,Amanita phalloides
102668016,2021-12-06,37.952475,-122.5989866667,Amanita phalloides
102670454,2021-12-06,38.0373583426,-122.8000633333,Amanita phalloides
102675233,2021-12-07,38.505243,-122.470387,Amanita phalloides
102677846,2021-12-07,38.4322480464,-122.8562445626,Amanita phalloides
102680022,2021-12-07,37.5558946655,-122.3623785285,Amanita phalloides
102681334,2021-12-07,36.9157866667,-121.8470533333,Amanita phalloides
102681530,2021-12-07,36.9156363445,-121.8476286928,Amanita phalloides
102683013,2021-12-07,38.3671603671,-122.8315429224,Amanita phalloides
102690440,2021-12-07,37.4299928015,-122.281107012,Amanita phalloides
102690494,2021-12-07,37.4302793165,-122.2790041062,Amanita phalloides
102690747,2021-12-07,36.9978271825,-122.057621661,Amanita phalloides
102694186,2021-12-07,36.9976616667,-122.0019222167,Amanita phalloides
102695272,2021-12-07,38.6217883333,-121.2901216667,Amanita phalloides
102701100,2021-12-05,36.9624966667,-122.0818166667,Amanita phalloides
102701218,2021-12-07,36.9960166667,-122.0672916667,Amanita phalloides
102701324,2021-12-07,36.999825,-122.0582971667,Amanita phalloides
102702240,2021-12-01,37.0514382732,-122.0732975006,Amanita phalloides
102704051,2021-12-05,38.1287040667,-122.88682555,Amanita phalloides
102704053,2021-12-05,38.1279106,-122.89406585,Amanita phalloides
102704054,2021-12-05,38.1268959,-122.8948669333,Amanita phalloides
102704064,2021-12-05,38.1275820143,-122.8946711487,Amanita phalloides
102716760,2021-12-08,37.9240951538,-122.0463256836,Amanita phalloides
102722279,2021-12-07,37.8080466667,-122.1476361667,Amanita phalloides
102726427,2021-12-08,37.4354745833,-122.1414666944,Amanita phalloides
102732024,2021-12-08,38.3974716667,-122.8327633333,Amanita phalloides
102732486,2021-12-08,37.5357105816,-122.2525854037,Amanita phalloides
102739654,2021-12-08,37.0015571566,-121.7927798441,Amanita phalloides
102740110,2021-12-08,38.8690065919,-121.0918880348,Amanita phalloides
102741538,2021-12-08,40.0443655098,-124.0641043213,Amanita phalloides
102741973,2021-12-08,38.4101191997,-122.6924958997,Amanita phalloides
102743573,2021-12-06,37.4373912275,-122.3632385212,Amanita phalloides
102743580,2021-12-06,37.4394444444,-122.36075,Amanita phalloides
102747164,2021-12-08,37.0062068968,-122.060806118,Amanita phalloides
102752290,2021-12-08,37.8374827927,-122.1825933432,Amanita phalloides
102758947,2021-12-08,37.8333043479,-122.1820438533,Amanita phalloides
102769291,2021-12-08,37.0329666667,-122.0546333333,Amanita phalloides
102774443,2021-12-08,37.8701109521,-122.2420074418,Amanita phalloides
102777261,2021-12-09,37.0340194702,-122.0417098999,Amanita phalloides
102781516,2021-12-08,36.9971890888,-122.0505570912,Amanita phalloides
102785305,2021-12-09,35.5442628572,-121.0123484691,Amanita phalloides
102785793,2021-12-09,37.384260607,-122.2570328622,Amanita phalloides
102789290,2021-12-09,37.019325,-122.0908361667,Amanita phalloides
102791296,2021-12-09,36.9885333333,-122.0628278333,Amanita phalloides
102792907,2021-12-02,34.4398458207,-119.8494990417,Amanita phalloides
102796658,2021-12-09,38.2289010664,-122.335039362,Amanita phalloides
102798456,2021-12-04,36.8028666667,-121.67482,Amanita phalloides
102801304,2021-12-09,37.0289825066,-121.8797874451,Amanita phalloides
102802027,2021-12-09,38.5264494913,-122.7445018664,Amanita phalloides
102802810,2021-12-08,37.7971333333,-122.1341138889,Amanita phalloides
102806828,2021-12-09,40.0450916987,-124.0648788099,Amanita phalloides
102822574,2021-12-10,36.9788629911,-121.9248318174,Amanita phalloides
102826520,2021-12-09,36.64052,-121.7660533333,Amanita phalloides
102853622,2021-12-10,37.81797,-122.0640861667,Amanita phalloides
102855373,2021-12-10,38.005410004,-122.4776517871,Amanita phalloides
102856524,2021-11-24,37.7691805556,-122.2783055556,Amanita phalloides
102856533,2021-12-10,37.6373387856,-122.1970754388,Amanita phalloides
102856817,2021-12-10,36.9965606578,-122.1043798097,Amanita phalloides
102876104,2021-12-10,37.4201228608,-122.2929947426,Amanita phalloides
102879585,2021-12-09,37.2341170533,-122.061265753,Amanita phalloides
102883704,2021-12-10,37.8641555556,-122.4292083333,Amanita phalloides
102883710,2021-12-10,37.8641972222,-122.4290972222,Amanita phalloides
102883712,2021-12-10,37.8641916667,-122.4291027778,Amanita phalloides
102883714,2021-12-10,37.8642055556,-122.4290583333,Amanita phalloides
102883735,2021-12-10,37.868725,-122.4332666667,Amanita phalloides
102883736,2021-12-10,37.8687194444,-122.4332638889,Amanita phalloides
102891114,2021-12-11,37.8108253479,-122.1713409424,Amanita phalloides
102892770,2021-12-09,37.2617561174,-122.326606194,Amanita phalloides
102896283,2021-12-11,35.5524138663,-121.0886729881,Amanita phalloides
102897112,2021-12-11,37.2654383333,-122.19178,Amanita phalloides
102897195,2021-12-11,37.2705533333,-122.2040716667,Amanita phalloides
102897482,2021-12-11,37.95834,-122.603025,Amanita phalloides
102897885,2021-12-11,37.892755,-122.4567116667,Amanita phalloides
102900723,2021-12-11,37.8373724008,-122.1826672053,Amanita phalloides
102900749,2021-12-11,37.8031288321,-122.1723345482,Amanita phalloides
102902733,2021-12-11,38.8320238274,-121.1052020072,Amanita phalloides
102903705,2021-12-11,37.0169590367,-122.0372858272,Amanita phalloides
102903829,2021-12-11,37.93298,-122.292305,Amanita phalloides
102903963,2021-12-11,37.5776777778,-122.4734833333,Amanita phalloides
102906922,2021-12-11,37.0169861667,-122.0374445,Amanita phalloides
102911604,2021-12-11,37.9977133333,-122.7580333333,Amanita phalloides
102911678,2021-12-11,38.4440416667,-122.496955,Amanita phalloides
102911716,2021-12-10,37.415325,-122.2128966667,Amanita phalloides
102914737,2021-12-11,38.6437127744,-121.2135606632,Amanita phalloides
102916362,2021-12-11,38.449395,-122.6550833333,Amanita phalloides
102927583,2021-12-11,36.9823,-122.0837166667,Amanita phalloides
102940085,2021-12-12,36.6514053345,-121.7443618774,Amanita phalloides
102940982,2021-12-09,38.5613533333,-122.79812,Amanita phalloides
102941045,2021-12-11,38.4253805556,-123.0790583333,Amanita phalloides
